type,name,city,address,lat,lng,phone,tags,openHours,priceBand,images
spot,屋内遊び場mirocco,掛川市,"２２世紀の丘公園, エコポリス工業団地, 掛川市, 静岡県, 日本",34.7753008,138.0610687,,"[""公園""]",,,[]
